data_somministrazione,fascia_anagrafica,vaccinazioni,booster
2021-01-09,90+,8,0
2021-01-10,05-11,0,0
2021-01-10,12-19,0,0
2021-01-10,20-29,13,0
2021-01-10,30-39,15,0
2021-01-10,40-49,21,0
2021-01-10,50-59,36,0
2021-01-10,60-69,11,0
2021-01-10,70-79,2,0
2021-01-10,80-89,11,0
2021-01-10,90+,4,0
2021-01-11,05-11,0,0
2021-01-11,12-19,1,0
2021-01-11,20-29,14,0
2021-01-11,30-39,27,0
2021-01-11,40-49,36,0
2021-01-11,50-59,50,0
2021-01-11,60-69,34,0
2021-01-11,70-79,5,0
2021-01-11,80-89,13,0
2021-01-11,90+,22,0
2021-01-12,05-11,0,0
2021-01-12,12-19,0,0
2021-01-12,20-29,18,0
2021-01-12,30-39,23,0
2021-01-12,40-49,39,0
2021-01-12,50-59,40,0
2021-01-12,60-69,33,0
2021-01-12,70-79,16,0
2021-01-12,80-89,23,0
2021-01-12,90+,26,0
2021-01-13,05-11,0,0
2021-01-13,12-19,0,0
2021-01-13,20-29,26,0
2021-01-13,30-39,43,0
2021-01-13,40-49,49,0
2021-01-13,50-59,78,0
2021-01-13,60-69,34,0
2021-01-13,70-79,20,0
2021-01-13,80-89,49,0
2021-01-13,90+,31,0
2021-01-14,05-11,0,0
2021-01-14,12-19,0,0
2021-01-14,20-29,28,0
2021-01-14,30-39,68,0
2021-01-14,40-49,58,0
2021-01-14,50-59,71,0
2021-01-14,60-69,42,0
2021-01-14,70-79,28,0
2021-01-14,80-89,65,0
2021-01-14,90+,65,0
2021-01-15,05-11,0,0
2021-01-15,12-19,0,0
2021-01-15,20-29,16,0
2021-01-15,30-39,30,0
2021-01-15,40-49,34,0
2021-01-15,50-59,64,0
2021-01-15,60-69,34,0
2021-01-15,70-79,10,0
2021-01-15,80-89,36,0
2021-01-15,90+,29,0
2021-01-16,05-11,0,0
2021-01-16,12-19,0,0
2021-01-16,20-29,12,0
2021-01-16,30-39,14,0
2021-01-16,40-49,32,0
2021-01-16,50-59,27,0
2021-01-16,60-69,31,0
2021-01-16,70-79,12,0
2021-01-16,80-89,26,0
2021-01-16,90+,13,0
2021-01-17,05-11,0,0
2021-01-17,12-19,0,0
2021-01-17,20-29,276,0
2021-01-17,30-39,577,0
2021-01-17,40-49,588,0
2021-01-17,50-59,894,0
2021-01-17,60-69,654,0
2021-01-17,70-79,28,0
2021-01-17,80-89,18,0
2021-01-17,90+,12,0
2021-01-18,05-11,0,0
2021-01-18,12-19,0,0
2021-01-18,20-29,408,0
2021-01-18,30-39,783,0
2021-01-18,40-49,1069,0
2021-01-18,50-59,1504,0
2021-01-18,60-69,1142,0
2021-01-18,70-79,111,0
2021-01-18,80-89,94,0
2021-01-18,90+,80,0
2021-01-19,05-11,0,0
2021-01-19,12-19,0,0
2021-01-19,20-29,123,0
2021-01-19,30-39,316,0
2021-01-19,40-49,363,0
2021-01-19,50-59,577,0
2021-01-19,60-69,434,0
2021-01-19,70-79,20,0
2021-01-19,80-89,28,0
2021-01-19,90+,18,0
2021-01-20,05-11,0,0
2021-01-20,12-19,2,0
2021-01-20,20-29,340,0
2021-01-20,30-39,854,0
2021-01-20,40-49,1118,0
2021-01-20,50-59,1265,0
2021-01-20,60-69,729,0
2021-01-20,70-79,98,0
2021-01-20,80-89,124,0
2021-01-20,90+,120,0
2021-01-21,05-11,0,0
2021-01-21,12-19,5,0
2021-01-21,20-29,1587,0
2021-01-21,30-39,3462,0
2021-01-21,40-49,4523,0
2021-01-21,50-59,5851,0
2021-01-21,60-69,3295,0
2021-01-21,70-79,332,0
2021-01-21,80-89,522,0
2021-01-21,90+,433,0
2021-01-22,05-11,0,0
2021-01-22,12-19,3,0
2021-01-22,20-29,1117,0
2021-01-22,30-39,2306,0
2021-01-22,40-49,2938,0
2021-01-22,50-59,3922,0
2021-01-22,60-69,2222,0
2021-01-22,70-79,370,0
2021-01-22,80-89,675,0
2021-01-22,90+,643,0
2021-01-23,05-11,0,0
2021-01-23,12-19,16,0
2021-01-23,20-29,3000,0
2021-01-23,30-39,5949,0
2021-01-23,40-49,7296,0
2021-01-23,50-59,9347,0
2021-01-23,60-69,5860,0
2021-01-23,70-79,534,0
2021-01-23,80-89,707,0
2021-01-23,90+,647,0
2021-01-24,05-11,0,0
2021-01-24,12-19,3,0
2021-01-24,20-29,2944,0
2021-01-24,30-39,5449,0
2021-01-24,40-49,6745,0
2021-01-24,50-59,8910,0
2021-01-24,60-69,5478,0
2021-01-24,70-79,466,0
2021-01-24,80-89,445,0
2021-01-24,90+,354,0
2021-01-25,05-11,0,0
2021-01-25,12-19,11,0
2021-01-25,20-29,5822,0
2021-01-25,30-39,11494,0
2021-01-25,40-49,14011,0
2021-01-25,50-59,18906,0
2021-01-25,60-69,11143,0
2021-01-25,70-79,1000,0
2021-01-25,80-89,1245,0
2021-01-25,90+,1142,0
2021-01-26,05-11,0,0
2021-01-26,12-19,13,0
2021-01-26,20-29,6387,0
2021-01-26,30-39,13302,0
2021-01-26,40-49,16058,0
2021-01-26,50-59,22265,0
2021-01-26,60-69,13747,0
2021-01-26,70-79,1424,0
2021-01-26,80-89,1716,0
2021-01-26,90+,1634,0
2021-01-27,05-11,0,0
2021-01-27,12-19,40,0
2021-01-27,20-29,6697,0
2021-01-27,30-39,11191,0
2021-01-27,40-49,12931,0
2021-01-27,50-59,17853,0
2021-01-27,60-69,11859,0
2021-01-27,70-79,1533,0
2021-01-27,80-89,1463,0
2021-01-27,90+,1313,0
2021-01-28,05-11,0,0
2021-01-28,12-19,36,0
2021-01-28,20-29,7568,0
2021-01-28,30-39,14845,0
2021-01-28,40-49,18587,0
2021-01-28,50-59,26089,0
2021-01-28,60-69,15346,0
2021-01-28,70-79,2095,0
2021-01-28,80-89,2495,0
2021-01-28,90+,2289,0
2021-01-29,05-11,0,0
2021-01-29,12-19,46,0
2021-01-29,20-29,9077,0
2021-01-29,30-39,15228,0
2021-01-29,40-49,19425,0
2021-01-29,50-59,26646,0
2021-01-29,60-69,16040,0
2021-01-29,70-79,2487,0
2021-01-29,80-89,2787,0
2021-01-29,90+,2341,0
2021-01-30,05-11,0,0
2021-01-30,12-19,62,0
2021-01-30,20-29,8803,0
2021-01-30,30-39,13785,0
2021-01-30,40-49,16739,0
2021-01-30,50-59,22807,0
2021-01-30,60-69,17104,0
2021-01-30,70-79,2875,0
2021-01-30,80-89,2470,0
2021-01-30,90+,1969,0
2021-01-31,05-11,0,0
2021-01-31,12-19,131,0
2021-01-31,20-29,6987,0
2021-01-31,30-39,9620,0
2021-01-31,40-49,11225,0
2021-01-31,50-59,14797,0
2021-01-31,60-69,10349,0
2021-01-31,70-79,2014,0
2021-01-31,80-89,1277,0
2021-01-31,90+,952,0
2021-02-01,05-11,0,0
2021-02-01,12-19,95,0
2021-02-01,20-29,8766,0
2021-02-01,30-39,12460,0
2021-02-01,40-49,15837,0
2021-02-01,50-59,22090,0
2021-02-01,60-69,13107,0
2021-02-01,70-79,2988,0
2021-02-01,80-89,3665,0
2021-02-01,90+,2901,0
2021-02-02,05-11,0,0
2021-02-02,12-19,65,0
2021-02-02,20-29,8666,0
2021-02-02,30-39,11915,0
2021-02-02,40-49,15440,0
2021-02-02,50-59,21513,0
2021-02-02,60-69,13042,0
2021-02-02,70-79,3665,0
2021-02-02,80-89,4225,0
2021-02-02,90+,3638,0
2021-02-03,05-11,0,0
2021-02-03,12-19,125,0
2021-02-03,20-29,10211,0
2021-02-03,30-39,13447,0
2021-02-03,40-49,17195,0
2021-02-03,50-59,22914,0
2021-02-03,60-69,13667,0
2021-02-03,70-79,3906,0
2021-02-03,80-89,5139,0
2021-02-03,90+,4615,0
2021-02-04,05-11,0,0
2021-02-04,12-19,142,0
2021-02-04,20-29,10556,0
2021-02-04,30-39,13600,0
2021-02-04,40-49,17695,0
2021-02-04,50-59,23498,0
2021-02-04,60-69,13690,0
2021-02-04,70-79,4437,0
2021-02-04,80-89,6468,0
2021-02-04,90+,5345,0
2021-02-05,05-11,0,0
2021-02-05,12-19,102,0
2021-02-05,20-29,10343,0
2021-02-05,30-39,13094,0
2021-02-05,40-49,16491,0
2021-02-05,50-59,21855,0
2021-02-05,60-69,12582,0
2021-02-05,70-79,4132,0
2021-02-05,80-89,6886,0
2021-02-05,90+,4816,0
2021-02-06,05-11,0,0
2021-02-06,12-19,145,0
2021-02-06,20-29,7651,0
2021-02-06,30-39,8738,0
2021-02-06,40-49,10993,0
2021-02-06,50-59,14263,0
2021-02-06,60-69,9906,0
2021-02-06,70-79,3457,0
2021-02-06,80-89,5435,0
2021-02-06,90+,3150,0
2021-02-07,05-11,0,0
2021-02-07,12-19,86,0
2021-02-07,20-29,4439,0
2021-02-07,30-39,4335,0
2021-02-07,40-49,5527,0
2021-02-07,50-59,7013,0
2021-02-07,60-69,4854,0
2021-02-07,70-79,1701,0
2021-02-07,80-89,3584,0
2021-02-07,90+,1378,0
2021-02-08,05-11,0,0
2021-02-08,12-19,58,0
2021-02-08,20-29,4166,0
2021-02-08,30-39,5487,0
2021-02-08,40-49,7023,0
2021-02-08,50-59,9205,0
2021-02-08,60-69,5534,0
2021-02-08,70-79,2260,0
2021-02-08,80-89,3677,0
2021-02-08,90+,3008,0
2021-02-09,05-11,0,0
2021-02-09,12-19,39,0
2021-02-09,20-29,3279,0
2021-02-09,30-39,4352,0
2021-02-09,40-49,5418,0
2021-02-09,50-59,6849,0
2021-02-09,60-69,4144,0
2021-02-09,70-79,1999,0
2021-02-09,80-89,3756,0
2021-02-09,90+,3015,0
2021-02-10,05-11,0,0
2021-02-10,12-19,34,0
2021-02-10,20-29,2495,0
2021-02-10,30-39,3490,0
2021-02-10,40-49,4649,0
2021-02-10,50-59,5909,0
2021-02-10,60-69,3308,0
2021-02-10,70-79,1701,0
2021-02-10,80-89,4051,0
2021-02-10,90+,2759,0
2021-02-11,05-11,0,0
2021-02-11,12-19,23,0
2021-02-11,20-29,1604,0
2021-02-11,30-39,2417,0
2021-02-11,40-49,3218,0
2021-02-11,50-59,3993,0
2021-02-11,60-69,2291,0
2021-02-11,70-79,1262,0
2021-02-11,80-89,3117,0
2021-02-11,90+,2434,0
2021-02-12,05-11,0,0
2021-02-12,12-19,19,0
2021-02-12,20-29,1382,0
2021-02-12,30-39,1959,0
2021-02-12,40-49,2624,0
2021-02-12,50-59,3171,0
2021-02-12,60-69,1744,0
2021-02-12,70-79,1071,0
2021-02-12,80-89,2267,0
2021-02-12,90+,1965,0
2021-02-13,05-11,0,0
2021-02-13,12-19,29,0
2021-02-13,20-29,528,0
2021-02-13,30-39,883,0
2021-02-13,40-49,1157,0
2021-02-13,50-59,1540,0
2021-02-13,60-69,1178,0
2021-02-13,70-79,461,0
2021-02-13,80-89,763,0
2021-02-13,90+,679,0
2021-02-14,05-11,0,0
2021-02-14,12-19,9,0
2021-02-14,20-29,327,0
2021-02-14,30-39,375,0
2021-02-14,40-49,416,0
2021-02-14,50-59,661,0
2021-02-14,60-69,365,0
2021-02-14,70-79,261,0
2021-02-14,80-89,275,0
2021-02-14,90+,167,0
2021-02-15,05-11,0,0
2021-02-15,12-19,14,0
2021-02-15,20-29,703,0
2021-02-15,30-39,908,0
2021-02-15,40-49,1110,0
2021-02-15,50-59,1386,0
2021-02-15,60-69,830,0
2021-02-15,70-79,499,0
2021-02-15,80-89,769,0
2021-02-15,90+,609,0
2021-02-16,05-11,0,0
2021-02-16,12-19,15,0
2021-02-16,20-29,589,0
2021-02-16,30-39,948,0
2021-02-16,40-49,1181,0
2021-02-16,50-59,1351,0
2021-02-16,60-69,891,0
2021-02-16,70-79,523,0
2021-02-16,80-89,825,0
2021-02-16,90+,652,0
2021-02-17,05-11,0,0
2021-02-17,12-19,18,0
2021-02-17,20-29,1007,0
2021-02-17,30-39,1352,0
2021-02-17,40-49,1704,0
2021-02-17,50-59,2145,0
2021-02-17,60-69,1455,0
2021-02-17,70-79,763,0
2021-02-17,80-89,1129,0
2021-02-17,90+,931,0
2021-02-18,05-11,0,0
2021-02-18,12-19,15,0
2021-02-18,20-29,818,0
2021-02-18,30-39,1163,0
2021-02-18,40-49,1552,0
2021-02-18,50-59,1805,0
2021-02-18,60-69,1115,0
2021-02-18,70-79,586,0
2021-02-18,80-89,1212,0
2021-02-18,90+,955,0
2021-02-19,05-11,0,0
2021-02-19,12-19,24,0
2021-02-19,20-29,914,0
2021-02-19,30-39,1142,0
2021-02-19,40-49,1526,0
2021-02-19,50-59,1671,0
2021-02-19,60-69,892,0
2021-02-19,70-79,480,0
2021-02-19,80-89,947,0
2021-02-19,90+,595,0
2021-02-20,05-11,0,0
2021-02-20,12-19,41,0
2021-02-20,20-29,495,0
2021-02-20,30-39,688,0
2021-02-20,40-49,922,0
2021-02-20,50-59,1136,0
2021-02-20,60-69,784,0
2021-02-20,70-79,334,0
2021-02-20,80-89,690,0
2021-02-20,90+,395,0
2021-02-21,05-11,0,0
2021-02-21,12-19,19,0
2021-02-21,20-29,284,0
2021-02-21,30-39,409,0
2021-02-21,40-49,602,0
2021-02-21,50-59,663,0
2021-02-21,60-69,291,0
2021-02-21,70-79,138,0
2021-02-21,80-89,369,0
2021-02-21,90+,178,0
2021-02-22,05-11,0,0
2021-02-22,12-19,5,0
2021-02-22,20-29,625,0
2021-02-22,30-39,899,0
2021-02-22,40-49,1201,0
2021-02-22,50-59,1505,0
2021-02-22,60-69,789,0
2021-02-22,70-79,388,0
2021-02-22,80-89,880,0
2021-02-22,90+,558,0
2021-02-23,05-11,0,0
2021-02-23,12-19,20,0
2021-02-23,20-29,738,0
2021-02-23,30-39,1018,0
2021-02-23,40-49,1433,0
2021-02-23,50-59,1489,0
2021-02-23,60-69,779,0
2021-02-23,70-79,326,0
2021-02-23,80-89,866,0
2021-02-23,90+,452,0
2021-02-24,05-11,0,0
2021-02-24,12-19,12,0
2021-02-24,20-29,912,0
2021-02-24,30-39,1375,0
2021-02-24,40-49,1838,0
2021-02-24,50-59,2055,0
2021-02-24,60-69,1036,0
2021-02-24,70-79,525,0
2021-02-24,80-89,1379,0
2021-02-24,90+,670,0
2021-02-25,05-11,0,0
2021-02-25,12-19,20,0
2021-02-25,20-29,1475,0
2021-02-25,30-39,2074,0
2021-02-25,40-49,2494,0
2021-02-25,50-59,2971,0
2021-02-25,60-69,1829,0
2021-02-25,70-79,700,0
2021-02-25,80-89,1694,0
2021-02-25,90+,918,0
2021-02-26,05-11,0,0
2021-02-26,12-19,31,0
2021-02-26,20-29,2024,0
2021-02-26,30-39,2673,0
2021-02-26,40-49,3227,0
2021-02-26,50-59,3699,0
2021-02-26,60-69,2168,0
2021-02-26,70-79,805,0
2021-02-26,80-89,1776,0
2021-02-26,90+,1113,0
2021-02-27,05-11,0,0
2021-02-27,12-19,36,0
2021-02-27,20-29,1743,0
2021-02-27,30-39,2136,0
2021-02-27,40-49,2499,0
2021-02-27,50-59,2909,0
2021-02-27,60-69,2020,0
2021-02-27,70-79,675,0
2021-02-27,80-89,1239,0
2021-02-27,90+,608,0
2021-02-28,05-11,0,0
2021-02-28,12-19,32,0
2021-02-28,20-29,1359,0
2021-02-28,30-39,1390,0
2021-02-28,40-49,1711,0
2021-02-28,50-59,2144,0
2021-02-28,60-69,1385,0
2021-02-28,70-79,466,0
2021-02-28,80-89,685,0
2021-02-28,90+,183,0
2021-03-01,05-11,0,0
2021-03-01,12-19,28,0
2021-03-01,20-29,3051,0
2021-03-01,30-39,3323,0
2021-03-01,40-49,4046,0
2021-03-01,50-59,5221,0
2021-03-01,60-69,3219,0
2021-03-01,70-79,1053,0
2021-03-01,80-89,5205,0
2021-03-01,90+,1310,0
2021-03-02,05-11,0,0
2021-03-02,12-19,47,0
2021-03-02,20-29,4095,0
2021-03-02,30-39,4206,0
2021-03-02,40-49,5179,0
2021-03-02,50-59,6416,0
2021-03-02,60-69,4146,0
2021-03-02,70-79,1446,0
2021-03-02,80-89,5861,0
2021-03-02,90+,1793,0
2021-03-03,05-11,0,0
2021-03-03,12-19,75,0
2021-03-03,20-29,5597,0
2021-03-03,30-39,6028,0
2021-03-03,40-49,6833,0
2021-03-03,50-59,8577,0
2021-03-03,60-69,5902,0
2021-03-03,70-79,2446,0
2021-03-03,80-89,7021,0
2021-03-03,90+,2137,0
2021-03-04,05-11,0,0
2021-03-04,12-19,65,0
2021-03-04,20-29,6129,0
2021-03-04,30-39,6486,0
2021-03-04,40-49,7802,0
2021-03-04,50-59,9640,0
2021-03-04,60-69,6289,0
2021-03-04,70-79,2528,0
2021-03-04,80-89,8478,0
2021-03-04,90+,2812,0
2021-03-05,05-11,0,0
2021-03-05,12-19,98,0
2021-03-05,20-29,7230,0
2021-03-05,30-39,7642,0
2021-03-05,40-49,9083,0
2021-03-05,50-59,10393,0
2021-03-05,60-69,6899,0
2021-03-05,70-79,2849,0
2021-03-05,80-89,9041,0
2021-03-05,90+,2524,0
2021-03-06,05-11,0,0
2021-03-06,12-19,114,0
2021-03-06,20-29,4638,0
2021-03-06,30-39,5483,0
2021-03-06,40-49,6551,0
2021-03-06,50-59,7659,0
2021-03-06,60-69,5347,0
2021-03-06,70-79,2254,0
2021-03-06,80-89,7913,0
2021-03-06,90+,1891,0
2021-03-07,05-11,0,0
2021-03-07,12-19,47,0
2021-03-07,20-29,2119,0
2021-03-07,30-39,2750,0
2021-03-07,40-49,3059,0
2021-03-07,50-59,3536,0
2021-03-07,60-69,2792,0
2021-03-07,70-79,1237,0
2021-03-07,80-89,5735,0
2021-03-07,90+,1029,0
2021-03-08,05-11,0,0
2021-03-08,12-19,84,0
2021-03-08,20-29,4944,0
2021-03-08,30-39,5635,0
2021-03-08,40-49,6692,0
2021-03-08,50-59,7886,0
2021-03-08,60-69,5221,0
2021-03-08,70-79,2398,0
2021-03-08,80-89,15082,0
2021-03-08,90+,2605,0
2021-03-09,05-11,0,0
2021-03-09,12-19,51,0
2021-03-09,20-29,4371,0
2021-03-09,30-39,5569,0
2021-03-09,40-49,6652,0
2021-03-09,50-59,7516,0
2021-03-09,60-69,4940,0
2021-03-09,70-79,2100,0
2021-03-09,80-89,18354,0
2021-03-09,90+,3369,0
2021-03-10,05-11,0,0
2021-03-10,12-19,53,0
2021-03-10,20-29,4361,0
2021-03-10,30-39,5006,0
2021-03-10,40-49,5982,0
2021-03-10,50-59,7239,0
2021-03-10,60-69,4709,0
2021-03-10,70-79,2162,0
2021-03-10,80-89,23701,0
2021-03-10,90+,5330,0
2021-03-11,05-11,0,0
2021-03-11,12-19,62,0
2021-03-11,20-29,4912,0
2021-03-11,30-39,5184,0
2021-03-11,40-49,6095,0
2021-03-11,50-59,7787,0
2021-03-11,60-69,5071,0
2021-03-11,70-79,2353,0
2021-03-11,80-89,24976,0
2021-03-11,90+,7323,0
2021-03-12,05-11,0,0
2021-03-12,12-19,79,0
2021-03-12,20-29,5047,0
2021-03-12,30-39,5141,0
2021-03-12,40-49,6558,0
2021-03-12,50-59,8164,0
2021-03-12,60-69,5036,0
2021-03-12,70-79,2173,0
2021-03-12,80-89,25987,0
2021-03-12,90+,6858,0
2021-03-13,05-11,0,0
2021-03-13,12-19,49,0
2021-03-13,20-29,3349,0
2021-03-13,30-39,3768,0
2021-03-13,40-49,4322,0
2021-03-13,50-59,5252,0
2021-03-13,60-69,3517,0
2021-03-13,70-79,1582,0
2021-03-13,80-89,23875,0
2021-03-13,90+,5950,0
2021-03-14,05-11,0,0
2021-03-14,12-19,29,0
2021-03-14,20-29,1757,0
2021-03-14,30-39,2192,0
2021-03-14,40-49,2567,0
2021-03-14,50-59,3032,0
2021-03-14,60-69,2069,0
2021-03-14,70-79,893,0
2021-03-14,80-89,18591,0
2021-03-14,90+,4222,0
2021-03-15,05-11,0,0
2021-03-15,12-19,69,0
2021-03-15,20-29,3552,0
2021-03-15,30-39,4111,0
2021-03-15,40-49,5254,0
2021-03-15,50-59,6296,0
2021-03-15,60-69,4309,0
2021-03-15,70-79,2006,0
2021-03-15,80-89,39882,0
2021-03-15,90+,7893,0
2021-03-16,05-11,0,0
2021-03-16,12-19,61,0
2021-03-16,20-29,3105,0
2021-03-16,30-39,3547,0
2021-03-16,40-49,4279,0
2021-03-16,50-59,5219,0
2021-03-16,60-69,3619,0
2021-03-16,70-79,2088,0
2021-03-16,80-89,41773,0
2021-03-16,90+,10306,0
2021-03-17,05-11,0,0
2021-03-17,12-19,70,0
2021-03-17,20-29,3159,0
2021-03-17,30-39,3433,0
2021-03-17,40-49,4235,0
2021-03-17,50-59,5096,0
2021-03-17,60-69,3715,0
2021-03-17,70-79,2016,0
2021-03-17,80-89,47228,0
2021-03-17,90+,14151,0
2021-03-18,05-11,0,0
2021-03-18,12-19,61,0
2021-03-18,20-29,2374,0
2021-03-18,30-39,2942,0
2021-03-18,40-49,3640,0
2021-03-18,50-59,4401,0
2021-03-18,60-69,3425,0
2021-03-18,70-79,1864,0
2021-03-18,80-89,50314,0
2021-03-18,90+,12577,0
2021-03-19,05-11,0,0
2021-03-19,12-19,76,0
2021-03-19,20-29,2419,0
2021-03-19,30-39,3399,0
2021-03-19,40-49,4143,0
2021-03-19,50-59,4827,0
2021-03-19,60-69,3471,0
2021-03-19,70-79,1860,0
2021-03-19,80-89,49204,0
2021-03-19,90+,11635,0
2021-03-20,05-11,0,0
2021-03-20,12-19,47,0
2021-03-20,20-29,1476,0
2021-03-20,30-39,2309,0
2021-03-20,40-49,2731,0
2021-03-20,50-59,3316,0
2021-03-20,60-69,2232,0
2021-03-20,70-79,1402,0
2021-03-20,80-89,41900,0
2021-03-20,90+,9241,0
2021-03-21,05-11,0,0
2021-03-21,12-19,39,0
2021-03-21,20-29,1556,0
2021-03-21,30-39,1463,0
2021-03-21,40-49,1890,0
2021-03-21,50-59,2346,0
2021-03-21,60-69,1669,0
2021-03-21,70-79,1107,0
2021-03-21,80-89,30735,0
2021-03-21,90+,6452,0
2021-03-22,05-11,0,0
2021-03-22,12-19,77,0
2021-03-22,20-29,1969,0
2021-03-22,30-39,2162,0
2021-03-22,40-49,2699,0
2021-03-22,50-59,3361,0
2021-03-22,60-69,2549,0
2021-03-22,70-79,1726,0
2021-03-22,80-89,45553,0
2021-03-22,90+,9315,0
2021-03-23,05-11,0,0
2021-03-23,12-19,97,0
2021-03-23,20-29,2287,0
2021-03-23,30-39,2838,0
2021-03-23,40-49,3442,0
2021-03-23,50-59,4256,0
2021-03-23,60-69,3283,0
2021-03-23,70-79,2122,0
2021-03-23,80-89,46908,0
2021-03-23,90+,10477,0
2021-03-24,05-11,0,0
2021-03-24,12-19,84,0
2021-03-24,20-29,1777,0
2021-03-24,30-39,2490,0
2021-03-24,40-49,3330,0
2021-03-24,50-59,4179,0
2021-03-24,60-69,3615,0
2021-03-24,70-79,2082,0
2021-03-24,80-89,56566,0
2021-03-24,90+,16673,0
2021-03-25,05-11,0,0
2021-03-25,12-19,80,0
2021-03-25,20-29,1954,0
2021-03-25,30-39,2582,0
2021-03-25,40-49,3476,0
2021-03-25,50-59,4086,0
2021-03-25,60-69,3041,0
2021-03-25,70-79,2612,0
2021-03-25,80-89,54714,0
2021-03-25,90+,17179,0
2021-03-26,05-11,0,0
2021-03-26,12-19,158,0
2021-03-26,20-29,2309,0
2021-03-26,30-39,2829,0
2021-03-26,40-49,3748,0
2021-03-26,50-59,4535,0
2021-03-26,60-69,3345,0
2021-03-26,70-79,2655,0
2021-03-26,80-89,50325,0
2021-03-26,90+,13608,0
2021-03-27,05-11,0,0
2021-03-27,12-19,87,0
2021-03-27,20-29,1925,0
2021-03-27,30-39,2163,0
2021-03-27,40-49,2570,0
